file_name,annotation
018086_0.jpg,3
018086_1.jpg,3
018086_2.jpg,3
018086_3.jpg,3
018086_4.jpg,3
018086_5.jpg,3
018086_6.jpg,3
018086_7.jpg,3
018086_8.jpg,3
018086_9.jpg,3
018086_10.jpg,3
018086_11.jpg,3
018086_12.jpg,3
018086_13.jpg,3
018086_14.jpg,3
018086_15.jpg,3
018086_16.jpg,3
018086_17.jpg,3
018086_18.jpg,3
018086_19.jpg,3
018086_20.jpg,3
018086_21.jpg,3
018086_22.jpg,3
018086_23.jpg,3
018086_24.jpg,3
018086_25.jpg,3
018086_26.jpg,3
018086_27.jpg,3
018086_28.jpg,3
018086_29.jpg,3
018086_30.jpg,3
018086_31.jpg,3
018086_32.jpg,3
018086_33.jpg,3
018086_34.jpg,3
018086_35.jpg,3
018086_36.jpg,3
018086_37.jpg,3
018086_38.jpg,3
018086_39.jpg,3
018086_40.jpg,3
018086_41.jpg,3
018086_42.jpg,3
018086_43.jpg,3
018086_44.jpg,3
018086_45.jpg,3
018086_46.jpg,3
018086_47.jpg,3
018086_48.jpg,3
018086_49.jpg,3
009334_0.jpg,0
009334_1.jpg,0
009334_2.jpg,0
009334_3.jpg,0
009334_4.jpg,0
009334_5.jpg,0
009334_6.jpg,0
009334_7.jpg,0
009334_8.jpg,0
009334_9.jpg,0
009334_10.jpg,0
009334_11.jpg,0
009334_12.jpg,0
009334_13.jpg,0
009334_14.jpg,0
009334_15.jpg,0
009334_16.jpg,0
009334_17.jpg,0
009334_18.jpg,0
009334_19.jpg,0
009334_20.jpg,0
009334_21.jpg,0
009334_22.jpg,0
009334_23.jpg,0
009334_24.jpg,0
009334_25.jpg,0
009334_26.jpg,0
009334_27.jpg,0
009334_28.jpg,0
009334_29.jpg,0
009334_30.jpg,0
009334_31.jpg,0
009334_32.jpg,0
009334_33.jpg,0
009334_34.jpg,0
009334_35.jpg,0
009334_36.jpg,0
009334_37.jpg,0
009334_38.jpg,0
009334_39.jpg,0
009334_40.jpg,0
